id,title,tagline,urlBersih,category,love,comments,author,cityName,provinceName,createdAt,hidup,httpStatus,page,stars,tema
s00_01KY4N1JXX8FBG1P4018QZPQTH,Felio ID - AI Content Automation,"Bikin visual guideline, content pillar, topic, WTF hooks, caption, hingga gambar (single & carousel) dan video. Semua serba otomatis !",https://felio.id/ai-content/,saas,5,0,Ainul Yaqin Wahyudin,Makassar,Sulawesi Selatan,2026-07-22T10:13:21.690Z,true,200,https://aiclub.id/showcase/s00_01KY4N1JXX8FBG1P4018QZPQTH,,Konten / marketing AI
s00_01KXPXFWM1H7H274F60BAN7772,Gil.Bar Link Shortener,Shorten your links with premium subdomains,https://gil.bar,web,5,1,Roy,Semarang,Jawa Tengah,2026-07-17T02:11:37.561Z,true,200,https://aiclub.id/showcase/s00_01KXPXFWM1H7H274F60BAN7772,,Lainnya
s00_01KXTN4EHHZGT8CY230GCTA77K,Interview AI,Latihan Interview gratis untuk yang masih nganggur,https://interviewai.my.id/,opensource,5,0,Riza,Barito Kuala,Kalimantan Selatan,2026-07-18T13:02:31.302Z,true,200,https://aiclub.id/showcase/s00_01KXTN4EHHZGT8CY230GCTA77K,,Lainnya
s00_01M1RWVK1Q3MWHDVFZ7CAX4NH3,PyWizard: The Magic Syntax,"Game edukasi RPG 16-bit klasik untuk menguasai mantra pemrograman Python dari dasar hingga boss battle, berjalan 100% di browser via WebAssembly tanpa database.",https://pywizard.mayoshiggy.my.id/,lainnya,5,0,MayoiSiggy,Sukoharjo,Jawa Tengah,2026-09-05T13:41:49.395Z,true,200,https://aiclub.id/showcase/s00_01M1RWVK1Q3MWHDVFZ7CAX4NH3,,"Pendidikan / sekolah; Game / hiburan / kreatif"
s00_01KXPWW977CAQJANDZ8FWQ785E,Call Shield Smart Spam Blocker,"Intelligent Blocking: Instantly reject unknown, private, or hidden numbers.",https://callshield.timxsoft.com,tools,4,0,Roy,Semarang,Jawa Tengah,2026-07-17T02:00:54.451Z,false,,https://aiclub.id/showcase/s00_01KXPWW977CAQJANDZ8FWQ785E,,Lainnya
s00_01KXX58DRB4SKXZTECS75TWKG3,DSG Command Center,"Cuma jalan pintas. Bukan tempat menyimpan data. Setiap klik membuka aplikasi aslinya. Username, password, dan data kerja tetap berada di sistem tujuan.",https://apps.dentasejahteragroup.my.id/,web,4,0,Ananta Satriya,Malang,Jawa Timur,2026-07-19T12:22:47.567Z,true,200,https://aiclub.id/showcase/s00_01KXX58DRB4SKXZTECS75TWKG3,,Lainnya
s00_01KY2024VDWX9731QYT490K6CA,Dental Clinic Information System,Dental Clinic Information System adalah sebuah web aplikasi pendaftaran pasien sampai dengan RME ( Rekam Medis Elektronik ),https://klinik.dentamedika.com/,web,4,0,Ananta Satriya,Malang,Jawa Timur,2026-07-21T09:28:11.093Z,false,,https://aiclub.id/showcase/s00_01KY2024VDWX9731QYT490K6CA,,"Kesehatan; Developer tools / infra"
s00_01M09ERK8VA9SBWJFRD6N40S2A,ERP Laundry | Aplikasi Manajemen Laundry,"Laundrify OS is an ERP (Enterprise Resource Planning) specifically for the laundry industry. It combines POS, CRM, Production, Inventory, Accounting, Multi-Outl",https://play.google.com/store/apps/details?id=id.laundrify.os,saas,4,0,laundrify,Depok,Jawa Barat,2026-08-18T03:31:11.519Z,true,200,https://aiclub.id/showcase/s00_01M09ERK8VA9SBWJFRD6N40S2A,,"POS / kasir / inventori; CRM / WhatsApp automation"
s00_01KXX5MZFBS2C0E2RBX89APQ16,Inventory Apps,Aplikasi Inventory Pencatat Barang Mulai dari awal belanja sampai dengan finish good semua terdokumentasikan,https://inventory.dentasejahteragroup.my.id/login.php,saas,4,0,Ananta Satriya,Malang,Jawa Timur,2026-07-19T12:29:38.947Z,true,200,https://aiclub.id/showcase/s00_01KXX5MZFBS2C0E2RBX89APQ16,,"POS / kasir / inventori; Produktivitas personal"
s00_01M0JFD6AT8A2VQKAFJD2NNQV6,Kampung Digital,"Sistem tata kelola warga yang terbuka untuk kebaikan bersama Kampung tertata, gotong royong tetap terasa. KampungDigital membantu RT/RW",https://lab.anantasatriya.my.id/kampungdigital,opensource,4,0,Ananta Satriya,Malang,Jawa Timur,2026-08-21T15:35:36.850Z,true,200,https://aiclub.id/showcase/s00_01M0JFD6AT8A2VQKAFJD2NNQV6,,Pemerintahan / desa / komunitas
s00_01KY6J3K70T03TKE37W77HM492,Liturgia Live - Multi Output Lower Third,Sistem teks untuk live streaming dan proyektor. Dua output sekaligus (teks penuh + lower third untuk OBS).by hrmnpttr - PT SRIWIJAYA UTAMA KARYA,https://github.com/hrmnpttr/live-text-lower-third,opensource,4,0,hrmnpttr,Palembang,Sumatera Selatan,2026-07-23T04:00:30.831Z,true,200,https://aiclub.id/showcase/s00_01KY6J3K70T03TKE37W77HM492,0,Lainnya
s00_01KXX5DPXHR1GNJBCCRQN07KXJ,NMS ( Network Monitoring System ) PPPoE,PPPoE Network Monitor Mikrotik,https://appsbilling.dentasejahteragroup.my.id/nms/akses-operator.php,web,4,0,Ananta Satriya,Malang,Jawa Timur,2026-07-19T12:25:40.749Z,true,200,https://aiclub.id/showcase/s00_01KXX5DPXHR1GNJBCCRQN07KXJ,,"Developer tools / infra; Data / riset / intelijen"
s00_01KY74S93EJ3DD6RSVQF7ZSZGY,Nouverse Flow (Hosting n8n),Dapatkan instance n8n terdedikasi untuk mengotomatisasi workflow dan mengintegrasikan berbagai aplikasi favorit Anda secara instan tanpa batas.,https://flow.nouverse.com,saas,4,1,Gading,Palembang,Sumatera Selatan,2026-07-23T09:26:55.568Z,true,200,https://aiclub.id/showcase/s00_01KY74S93EJ3DD6RSVQF7ZSZGY,,Developer tools / infra
s00_01KYSKTVZHG4HSJP48BBF1P8RZ,Onyx Terminal,"Platform intelijen pasar kripto berbasis AI untuk membantu trader menganalisis sentimen pasar, pergerakan on-chain, dan sinyal trading presisi.",https://onyx-terminal-v1.vercel.app/terminal,opensource,4,0,arblok,Tasikmalaya,Jawa Barat,2026-07-30T13:36:16.270Z,true,200,https://aiclub.id/showcase/s00_01KYSKTVZHG4HSJP48BBF1P8RZ,,"Developer tools / infra; Web3 / kripto; Data / riset / intelijen"
s00_01KXX60VSZ1GSF2PZ38H5ZBBHW,PSTI JATIM,Rumah resmi pembinaan sepak takraw Jawa Timur. Portal ini disiapkan sebagai pusat informasi organisasi,https://www.pstijatim.com,web,4,0,Ananta Satriya,Malang,Jawa Timur,2026-07-19T12:36:08.329Z,false,,https://aiclub.id/showcase/s00_01KXX60VSZ1GSF2PZ38H5ZBBHW,,Lainnya
s00_01KZGDFWE7Z6P39EHK5CFX0ZD1,RacikLaba.id,RacikLaba.id — aplikasi web untuk usaha makanan & minumanJualan enak saja belum cukup. Pastikan juga untung.,https://raciklaba.id/,saas,4,0,Zans,Tasikmalaya,Jawa Barat,2026-08-08T10:07:56.903Z,true,200,https://aiclub.id/showcase/s00_01KZGDFWE7Z6P39EHK5CFX0ZD1,,Keuangan / akuntansi personal
s00_01KY07ABMA66ANP3A2YK18MWX2,SISTEM POS DAPUR JINNE,SISTEM POS DENGAN FITUR LENGKAP,https://pos.dapurjinne.com/,web,4,2,Muh Amran Al Qadry,Makassar,Sulawesi Selatan,2026-07-20T16:56:31.360Z,false,,https://aiclub.id/showcase/s00_01KY07ABMA66ANP3A2YK18MWX2,,POS / kasir / inventori
s00_01KXPSN65N633EJ7963PDEFPTE,Streamly By Coderix.dev,"Streamly is a lightweight, efficient, and robust tool designed for broadcasting pre-recorded videos continuously 24/7 o popular platforms such as YouTube.",https://apps.microsoft.com/detail/9n6nl0wkjwjb,tools,4,0,Roy,Semarang,Jawa Tengah,2026-07-17T01:04:36.268Z,true,200,https://aiclub.id/showcase/s00_01KXPSN65N633EJ7963PDEFPTE,,"CRM / WhatsApp automation; Konten / marketing AI"
s00_01KWSNRW9T64G264TP791XXC8S,Termilo.id,Booking system yang simple dan langsung bisa digunakan oleh para pengusaha jasa.,https://termilo.id/,saas,4,1,Zml,Sumedang,Jawa Barat,2026-07-05T17:38:44.506Z,true,200,https://aiclub.id/showcase/s00_01KWSNRW9T64G264TP791XXC8S,,Travel / properti / marketplace
s00_01KX8BS0XE71B9BMZ8VNJYBBZ4,Web Masj.id,Sistem Manajemen Masjid untuk pengelolaan kegiatan dan keuangan,https://masj.id,opensource,4,0,novrand,Bandung,Jawa Barat,2026-07-11T10:32:40.184Z,true,202,https://aiclub.id/showcase/s00_01KX8BS0XE71B9BMZ8VNJYBBZ4,,"Keuangan / akuntansi personal; Pemerintahan / desa / komunitas"
s00_01KX0DRERT7AS5S34D9QD9XJAZ,dikasihUP Creator Toolkit,"Berhenti Bikin Konten dari Nol. Mulai Pakai Sistem. AI yang ngerti kamu dulu, baru bantu kamu generate ide, script, strategi, sampai menentukan produk yg tepat",https://dikasihup.com/,tools,4,0,rahmad,Makassar,Sulawesi Selatan,2026-07-08T08:33:23.267Z,true,200,https://aiclub.id/showcase/s00_01KX0DRERT7AS5S34D9QD9XJAZ,,Konten / marketing AI
s00_01KXJ5K2ED17YQNMZSHMCM2PGN,Artifisial,A launchpad for AI startup in Indonesia,https://artifisial.com/,web,3,0,N Firmansyah,Bandung,Jawa Barat,2026-07-15T05:56:57.665Z,true,200,https://aiclub.id/showcase/s00_01KXJ5K2ED17YQNMZSHMCM2PGN,,Game / hiburan / kreatif
s00_01KX053Q72DSG8EZH38HS6PZ46,Artifisial Events,Jelajahi event AI untuk belajar dan bertumbuh.,https://event.artifisial.com/,web,3,0,N Firmansyah,Bandung,Jawa Barat,2026-07-08T06:02:14.990Z,true,200,https://aiclub.id/showcase/s00_01KX053Q72DSG8EZH38HS6PZ46,,Pendidikan / sekolah
s00_01KY4V3ZMEKGMHAQJV9P02BADT,"BlastMap (WA AI Agent, Broadcast WA, Scraper Gmaps)","BlastMap dirancang untuk pelaku usaha, reseller, dan tim marketing yang butuh tools WhatsApp praktis: blast pesan, scrape nomor, scrape member grup, Google Maps",https://www.azkazamdigital.com/blastmap,tools,3,1,azam,Gowa,Sulawesi Selatan,2026-07-22T11:59:31.751Z,true,200,https://aiclub.id/showcase/s00_01KY4V3ZMEKGMHAQJV9P02BADT,,"CRM / WhatsApp automation; Data / riset / intelijen"
s00_01KXZMCEYMKW6T7DXJF2F77T32,Camera Angle Guide,membantu membuat prompt posisi camera dari tampilan 3d,https://frame-pilot.rahmanef.com/,opensource,3,0,rahman,Jakarta Timur,DKI Jakarta,2026-07-20T11:25:37.309Z,true,200,https://aiclub.id/showcase/s00_01KXZMCEYMKW6T7DXJF2F77T32,,Lainnya
s00_01KXCXY9KFMSCNJE2EP4PDATYM,Cyberdeck Arsenal,"Kumpulan tools cyber security (all-in-one), include AI",https://dzakimaulidh.github.io/cyberdeck-arsenal/,tools,3,0,Dzaki Maulid,Yogyakarta,DI Yogyakarta,2026-07-13T05:07:04.695Z,true,200,https://aiclub.id/showcase/s00_01KXCXY9KFMSCNJE2EP4PDATYM,,Lainnya
s00_01KWZZHNTYP87EW9AFQ0WZC11A,Frameflow - Built for photographers & videographers,"FrameFlow helps you manage leads, send professional proposals, and invoice clients — Built for photographers & videographers in Indonesia",https://www.frameflow.my.id,saas,3,0,reandy,Tangerang,Banten,2026-07-08T04:25:00.897Z,true,200,https://aiclub.id/showcase/s00_01KWZZHNTYP87EW9AFQ0WZC11A,,"Keuangan / akuntansi personal; Konten / marketing AI; Developer tools / infra"
s00_01KX85HV7P6A3Z1X4ZCN11FK3W,Gajahmada Sovereign AI,"Build your own AI into your machine, with blockchain integration",https://github.com/hoed/gajahmada,opensource,3,0,hoed,Surabaya,Jawa Timur,2026-07-11T08:43:53.271Z,true,200,https://aiclub.id/showcase/s00_01KX85HV7P6A3Z1X4ZCN11FK3W,0,Web3 / kripto
s00_01KYMWG4SR46YBB1FJMWD3BNT4,KDIA Mining Hub (BSC Network),Web3 dApp untuk partisipasi minting token KDIA di jaringan BSC (BNB Smart Chain). Tokenomics unik dengan mekanisme minting via smart contract.,https://icykardia.netlify.app/,produk,3,0,popokbayi,Blitar,Jawa Timur,2026-07-28T17:31:29.798Z,true,200,https://aiclub.id/showcase/s00_01KYMWG4SR46YBB1FJMWD3BNT4,,"Developer tools / infra; Web3 / kripto"
s00_01KYCVNXG5GVWTJ4ZNH1KXF3MZ,PELATIHKU – Personal AI Fitness Coach,"Program latihan custom, nutrition AI, workout tracking, dan coach yang peduli. Powered by Gemini + Supabase. Gratis untuk",https://pelatihku.fit/,opensource,3,5,,Palembang,Sumatera Selatan,2026-07-25T14:43:14.809Z,true,200,https://aiclub.id/showcase/s00_01KYCVNXG5GVWTJ4ZNH1KXF3MZ,,"Pendidikan / sekolah; Kesehatan"
s00_01KX167PBH14HT168AVDAYKFPP,Panggung Top,Semua Talenta Hebat Butuh Panggung Pertama.,https://panggung.top,lainnya,3,0,pakandredotcom,Bantul,DI Yogyakarta,2026-07-08T15:41:08.144Z,true,200,https://aiclub.id/showcase/s00_01KX167PBH14HT168AVDAYKFPP,,Lainnya
s00_01KXCWGMSE7FG1Q1VQA3P6YYHW,QRIS Converter,Ubah QRIS Statis menjadi QRIS Dinamis dengan nominal pembayaran sesuai kebutuhan Anda Gratis & Mudah Digunakan,https://qr.bion.id/,tools,3,0,Bion,Surakarta,Jawa Tengah,2026-07-13T04:42:08.761Z,true,200,https://aiclub.id/showcase/s00_01KXCWGMSE7FG1Q1VQA3P6YYHW,,Lainnya
s00_01KXCD07GSAG6N9SMAC9HY6BA0,SCHOOLMANTIC,ABSENSI SEKOLAH OTOMATIS KIRIM WHATSAPP KE WALI SISWA,https://schoolmantic.com,saas,3,0,Aswandi,Bekasi,Jawa Barat,2026-07-13T00:11:02.627Z,true,200,https://aiclub.id/showcase/s00_01KXCD07GSAG6N9SMAC9HY6BA0,,"CRM / WhatsApp automation; Pendidikan / sekolah"
s00_01KYH6GECMZ1SHW8SG5MDE3BNP,TeleDrive,Unlimited Free Cloud Drive by Telegram,https://github.com/99apps-id/teledrive,opensource,3,0,Reed-One,Bogor,Jawa Barat,2026-07-27T07:09:27.565Z,true,200,https://aiclub.id/showcase/s00_01KYH6GECMZ1SHW8SG5MDE3BNP,36,CRM / WhatsApp automation
s00_01KY71Z8CRQMRE3PQNZJE57E0B,Warung Web3 KDIA,"Saatnya bangun aset kriptomu secara mandiri, aman, dan 100% transparan tanpa perlu bergantung pada 'orang dalam' atau janji manis korporasi.",https://warungweb3.netlify.app/,web,3,0,popokbayi,Blitar,Jawa Timur,2026-07-23T08:37:45.875Z,true,200,https://aiclub.id/showcase/s00_01KY71Z8CRQMRE3PQNZJE57E0B,,"POS / kasir / inventori; Web3 / kripto; Game / hiburan / kreatif"
s00_01KXPHAXNBNDD9RVVTW87W2M74,AI Photo Profile Maker,"Bikin stiker atau foto profile mudah dengan AI, hanya modal HP",https://lynk.id/homebizcreative/po22z5vd2g6q,produk,2,0,Homebiz Creative,Sleman,DI Yogyakarta,2026-07-16T22:39:11.263Z,true,200,https://aiclub.id/showcase/s00_01KXPHAXNBNDD9RVVTW87W2M74,,Web builder / template / portfolio
s00_01KY7QEDF5J114Z518QPT0F6ZX,Bikin Skill AI,"AI skill generator, cukup ceritakan kebutuhanmu dengan bahasa sehari-hari, AI akan mewawancarai, meriset, lalu meracik dokumen skill siap pakai.",https://bikinskillai.com/,tools,2,0,Reethree,Depok,Jawa Barat,2026-07-23T14:53:02.786Z,true,200,https://aiclub.id/showcase/s00_01KY7QEDF5J114Z518QPT0F6ZX,,Data / riset / intelijen
s00_01KWSGBZYFNFVNN313FDQ2ZWEQ,Bookmua.id,"tools untuk membantu MUA mengurus administrasi MUA (Invoice, Calendar Booking)",https://bookmua.id/,saas,2,0,Zml,Sumedang,Jawa Barat,2026-07-05T16:04:19.813Z,true,200,https://aiclub.id/showcase/s00_01KWSGBZYFNFVNN313FDQ2ZWEQ,,"Keuangan / akuntansi personal; Pendidikan / sekolah; Travel / properti / marketplace"
s00_01KXRB8WYT87R3PKJERJ632F99,CCTV Tabalong,CCTV Tabalong adalah platform pemantauan visual real-time milik Diskominfo Kabupaten Tabalong yang menyiarkan tayangan langsung dari CCTV yang ada,https://cctv.tabalongkab.go.id,web,2,0,mwildani,Tabalong,Kalimantan Selatan,2026-07-17T15:31:42.614Z,true,200,https://aiclub.id/showcase/s00_01KXRB8WYT87R3PKJERJ632F99,,Pemerintahan / desa / komunitas
s00_01M0WT7BMFD1S342X9DZJQ5Q9W,"DOXAPAD - Your Worship, Your Sound","Doxa Pad adalah aplikasi sound pad ibadah yang dirancang untuk pelayan musik gereja. Mainkan pad ambient berkualitas tinggi berdasarkan kunci lagu, atur hingga",https://doxa-pad-v2-dev-eta.vercel.app/,produk,2,0,G E R R Y,Palembang,Sumatera Selatan,2026-08-25T15:57:05.440Z,true,200,https://aiclub.id/showcase/s00_01M0WT7BMFD1S342X9DZJQ5Q9W,,Game / hiburan / kreatif
s00_01KYMTHXXQ6PV9AKZTMW61JFQZ,DiapersFinance (Polygon Network),"Web3 dapp di jaringan Polygon, dikemas dalam bentuk DeFi-parody namun menggunakan hitungan matematis dan tokenomics yang serius.",https://diapersfinance.netlify.app/,web,2,0,popokbayi,Blitar,Jawa Timur,2026-07-28T16:57:31.111Z,true,200,https://aiclub.id/showcase/s00_01KYMTHXXQ6PV9AKZTMW61JFQZ,,"Keuangan / akuntansi personal; Pendidikan / sekolah; Developer tools / infra; Web3 / kripto"
s00_01KXB2ZGNNS2RAYZPH0GQEZC6S,Dividown,"Temukan jebakan tersembunyi di balik dividen tinggi. Analisis pemulihan, hindari capital loss, dan jaga portofolio dengan data, bukan tebakan.",https://dividown.vercel.app/,tools,2,0,affan,Bekasi,Jawa Barat,2026-07-12T11:56:39.121Z,true,200,https://aiclub.id/showcase/s00_01KXB2ZGNNS2RAYZPH0GQEZC6S,,"Developer tools / infra; Data / riset / intelijen"
s00_01KYMVW28J4EBV7PNYBBMWRVJT,KardiaToken Ecosystem (BSC Network),Laman website ekosistem KDIA di jaringan BSC (BNB Smart Chain). Sistem tokenisasi pengumpulan BTC kolektif secara desentralisasi.,https://kdiaweb.netlify.app/,web,2,0,popokbayi,Blitar,Jawa Timur,2026-07-28T17:20:32.071Z,true,200,https://aiclub.id/showcase/s00_01KYMVW28J4EBV7PNYBBMWRVJT,,"Developer tools / infra; Web3 / kripto"
s00_01KX5X3DNEZ73R03W2ZZZ4ZNRK,KasirKu – Bukan SaaS. POS offline-first milikmu.,"POS offline-first tanpa ketergantungan cloud. Data tersimpan lokal di perangkatmu, transaksi tetap jalan meski internet putus.",https://0ms.my.id/,tools,2,1,,Yogyakarta,DI Yogyakarta,2026-07-10T11:37:43.176Z,true,200,https://aiclub.id/showcase/s00_01KX5X3DNEZ73R03W2ZZZ4ZNRK,,POS / kasir / inventori
s00_01KWVST7PB2CNCD4X8KF5ECDJW,Kasirkan,"Aplikasi POS dan manajemen bisnis berbasis web untuk UMKM dengan transaksi, stok, dan laporan real-time dalam satu dashboard.",https://kasirkan.web.id/,saas,2,0,Muhammad Aenul Fahir,Bone,Sulawesi Selatan,2026-07-06T13:27:52.129Z,true,200,https://aiclub.id/showcase/s00_01KWVST7PB2CNCD4X8KF5ECDJW,,POS / kasir / inventori
s00_01KWSG7951R3TK0ZXFC7RK1089,OneshotCPNS,platform belajar latihan CPNS,https://oneshotcpns.id/,saas,2,0,Zml,Sumedang,Jawa Barat,2026-07-05T16:01:45.457Z,true,200,https://aiclub.id/showcase/s00_01KWSG7951R3TK0ZXFC7RK1089,,Pendidikan / sekolah
s00_01KXFNAE44DQ6WWTHBJMJWPW0M,Otomasi didunia CAD engineering,Masih pakai 5 drafter untuk 1 proyek gedung? Client kami cuma pakai 1 engineer + script AutoLISP custom. Hasilnya: ✓ Shop drawing 600 lembar: 4 minggu → 3 hari,https://www.youtube.com/watch?v=qr0ElonMnH0,produk,2,0,Heri Agus Purwono,Tangerang,Banten,2026-07-14T06:34:08.690Z,true,200,https://aiclub.id/showcase/s00_01KXFNAE44DQ6WWTHBJMJWPW0M,,"Pendidikan / sekolah; Developer tools / infra"
s00_01KY189E173ZHKEY7PNAY8RBYA,SISTEM ABSENSI KAMERA & GPS,Sistem Absensi Akurat Harus Sesuai Dengan Lokasi Yang Sudah Di Tentukan Gps,https://absendapurjinne.netlify.app,web,2,1,Muh Amran Al Qadry,Makassar,Sulawesi Selatan,2026-07-21T02:32:44.037Z,true,200,https://aiclub.id/showcase/s00_01KY189E173ZHKEY7PNAY8RBYA,,Pendidikan / sekolah
s00_01KXE151126C7ZCP29AZRRW0HW,Spendly,Catat keuanganmu semudah chat,https://spendly.my.id,saas,2,0,Devlabs,Semarang,Jawa Tengah,2026-07-13T15:22:25.492Z,true,200,https://aiclub.id/showcase/s00_01KXE151126C7ZCP29AZRRW0HW,,"Keuangan / akuntansi personal; CRM / WhatsApp automation; Produktivitas personal"
s00_01KXRBG7HAHS4D0YFG2QTX1P4C,Tabalongpedia,TabalongPedia adalah aplikasi publik Smart City Kabupaten Tabalong yang memusatkan informasi dan layanan daerah dalam satu genggaman.,https://tabalongpedia.tabalongkab.go.id,lainnya,2,0,mwildani,Tabalong,Kalimantan Selatan,2026-07-17T15:35:42.911Z,true,200,https://aiclub.id/showcase/s00_01KXRBG7HAHS4D0YFG2QTX1P4C,,Pemerintahan / desa / komunitas
s00_01KWSNK7GYT9ATPWA6J614X3PM,Tumbuh.ai,"Membantu opersasional bisnis bertumbuh menggunakan AI (ERP, CRM, Marketing)",https://tumbuh.ai/,saas,2,0,Zml,Sumedang,Jawa Barat,2026-07-05T17:35:39.288Z,true,200,https://aiclub.id/showcase/s00_01KWSNK7GYT9ATPWA6J614X3PM,,CRM / WhatsApp automation
s00_01KY6QB5GCV2F7ZX4G0GKQTAQ3,Web Aplikasi Properti,"Cari properti jadi gampang. 🔎 Filter rumah, ruko, tanah & kapling — jual atau sewa. ⚖️ Bandingkan pilihan berdampingan, 🗺️ lihat di peta, simpan",https://propertipalembang.id,web,2,1,hrmnpttr,Palembang,Sumatera Selatan,2026-07-23T05:32:01.766Z,true,200,https://aiclub.id/showcase/s00_01KY6QB5GCV2F7ZX4G0GKQTAQ3,,Travel / properti / marketplace
s00_01KY4TJKFBFGH0088KZ8VYZDEF,Website Profile Prof. Agnes Sensei,AI Powered Personal Website 3 bahasa.,https://agnessensei.com,web,2,0,,Makassar,Sulawesi Selatan,2026-07-22T11:50:02.222Z,true,200,https://aiclub.id/showcase/s00_01KY4TJKFBFGH0088KZ8VYZDEF,,Web builder / template / portfolio
s00_01KY4W6PCT68ZQJMQ7Z5Y0VV7F,Website Rukost GriyaMadani,Website kost premium full-furnished dekat Kampus Teknik Unhas Gowa Sulawesi Selatan,https://griyamadani.co.id/,web,2,0,sutan,Makassar,Sulawesi Selatan,2026-07-22T12:18:29.252Z,true,200,https://aiclub.id/showcase/s00_01KY4W6PCT68ZQJMQ7Z5Y0VV7F,,Travel / properti / marketplace
s00_01M05PJ76EEXFYGY7VWMDM7379,Wombat,"Rekam workflow , guide, documentation with everystep and share anyone",https://usewombat.app,saas,2,0,,Jakarta Selatan,DKI Jakarta,2026-08-16T16:30:33.505Z,true,200,https://aiclub.id/showcase/s00_01M05PJ76EEXFYGY7VWMDM7379,,Lainnya
s00_01KXCXDRMJGGH9DTWD9B42XT6H,hanoman,Satu dashboard untuk menjalankan & memantau Claude Code di banyak project sekaligus — dengan dokumentasi sebagai Source of Truth.,https://github.com/denameidina/hanoman,opensource,2,0,Zans,Tasikmalaya,Jawa Barat,2026-07-13T04:58:03.026Z,true,200,https://aiclub.id/showcase/s00_01KXCXDRMJGGH9DTWD9B42XT6H,13,Lainnya
